what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096156145
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096156624
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096158155
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096159272
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096170384
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096170851
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096171809
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096231154
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1269096252049
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096253123
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096261521
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096262370
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096262762
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096263203
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096271726
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096272255
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096524399
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096530309
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096563900
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096568751
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096569586
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096572585
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096573555
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096576306
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269096577258
